age,age_sq,n_seasons,prev_AVG,prev_R,prev_H,prev_HR,prev_RBI,prev_2B,prev_SB,prev_BB,prev_OBP,prev_SLG,prev_PA,prev_G,prev_SO,wavg3_AVG,wavg3_R,wavg3_H,wavg3_HR,wavg3_RBI,wavg3_2B,wavg3_SB,wavg3_BB,wavg3_OBP,wavg3_SLG,career_AVG,career_R,career_H,career_HR,career_RBI,career_2B,career_SB,career_BB,career_OBP,career_SLG,trend_AVG,trend_R,trend_H,trend_HR,trend_RBI,trend_2B,trend_SB,trend_BB,trend_OBP,trend_SLG,target_AVG
34,1156,7,0.31,89,145,12,55.0,27,47.0,43,0.383,0.458,526.0,120,99.0,0.29783333333333334,72.66666666666666,120.33333333333333,11.833333333333332,50.166666666666664,23.333333333333332,31.0,29.666666666666664,0.36183333333333334,0.4561666666666666,0.29085714285714287,72.28571428571429,132.28571428571428,13.714285714285714,56.285714285714285,25.0,30.428571428571427,26.428571428571427,0.34628571428571425,0.4471428571428572,0.02899999999999997,53.0,81.0,6.0,28.0,13.0,37.0,31.0,0.04299999999999998,0.028000000000000025,0.292
35,1225,8,0.292,76,136,16,63.0,24,18.0,26,0.347,0.468,505.0,118,97.0,0.2961666666666667,73.66666666666666,127.0,13.0,54.33333333333333,23.333333333333332,26.333333333333332,29.333333333333332,0.35783333333333334,0.45833333333333337,0.291,72.75,132.75,14.0,57.125,24.875,28.875,26.375,0.346375,0.44975,-0.018000000000000016,-13.0,-9.0,4.0,8.0,-3.0,-29.0,-17.0,-0.03600000000000003,0.010000000000000009,0.248
36,1296,9,0.248,38,78,5,28.0,7,24.0,16,0.301,0.324,341.0,86,69.0,0.273,59.166666666666664,108.5,9.833333333333332,44.166666666666664,16.0,25.833333333333332,23.833333333333332,0.32999999999999996,0.3943333333333333,0.28622222222222216,68.88888888888889,126.66666666666667,13.0,53.888888888888886,22.88888888888889,28.333333333333332,25.22222222222222,0.3413333333333333,0.43577777777777776,-0.043999999999999984,-38.0,-58.0,-11.0,-35.0,-17.0,6.0,-10.0,-0.045999999999999985,-0.14400000000000002,0.269
37,1369,10,0.269,46,90,7,40.0,13,16.0,27,0.327,0.388,370.0,94,81.0,0.26583333333333337,48.33333333333333,93.66666666666666,7.833333333333333,39.83333333333333,12.833333333333332,19.0,23.166666666666664,0.32166666666666666,0.38,0.2845,66.6,123.0,12.4,52.5,21.9,27.1,25.4,0.3399,0.43099999999999994,0.02100000000000002,8.0,12.0,2.0,12.0,6.0,-8.0,11.0,0.026000000000000023,0.064,0.27
29,841,1,0.282,93,168,38,102.0,33,3.0,53,0.344,0.535,657.0,158,178.0,0.282,93.0,168.0,38.0,102.0,33.0,3.0,53.0,0.344,0.535,0.282,93.0,168.0,38.0,102.0,33.0,3.0,53.0,0.344,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307
30,900,2,0.307,69,141,22,68.0,35,1.0,49,0.373,0.535,517.0,120,128.0,0.297,78.6,151.8,28.4,81.6,34.2,1.8000000000000003,50.6,0.3614,0.535,0.2945,81.0,154.5,30.0,85.0,34.0,2.0,51.0,0.3585,0.535,0.025000000000000022,-24.0,-27.0,-16.0,-34.0,2.0,-2.0,-4.0,0.029000000000000026,0.0,0.303
31,961,3,0.303,85,131,45,104.0,26,4.0,53,0.376,0.69,489.0,119,128.0,0.3008333333333333,81.0,140.5,36.166666666666664,91.66666666666666,30.166666666666664,2.833333333333333,51.666666666666664,0.36966666666666664,0.6125,0.2973333333333333,82.33333333333333,146.66666666666666,35.0,91.33333333333333,31.333333333333332,2.6666666666666665,51.666666666666664,0.36433333333333334,0.5866666666666667,-0.0040000000000000036,16.0,-10.0,23.0,36.0,-9.0,3.0,4.0,0.0030000000000000027,0.15499999999999992,0.33
32,1024,4,0.33,111,188,43,130.0,37,6.0,69,0.402,0.629,649.0,150,146.0,0.3171666666666667,95.33333333333333,161.16666666666666,40.16666666666667,111.0,33.0,4.5,60.33333333333333,0.3885,0.6336666666666666,0.3055,89.5,157.0,37.0,101.0,32.75,3.5,56.0,0.37375,0.5972500000000001,0.027000000000000024,26.0,57.0,-2.0,26.0,11.0,2.0,16.0,0.026000000000000023,-0.06099999999999994,0.304
33,1089,5,0.304,98,175,36,105.0,33,2.0,72,0.383,0.557,656.0,146,138.0,0.3125,100.16666666666666,172.0,39.83333333333333,113.16666666666666,33.166666666666664,3.6666666666666665,67.83333333333333,0.38816666666666666,0.6031666666666666,0.3052,91.2,160.6,36.8,101.8,32.8,3.2,59.2,0.37560000000000004,0.5892000000000001,-0.026000000000000023,-13.0,-13.0,-7.0,-25.0,-4.0,-4.0,3.0,-0.019000000000000017,-0.07199999999999995,0.213
34,1156,6,0.213,22,45,7,27.0,16,1.0,22,0.291,0.389,237.0,54,59.0,0.2628333333333333,62.166666666666664,112.16666666666666,22.666666666666664,70.16666666666666,25.166666666666664,2.1666666666666665,46.5,0.3401666666666666,0.485,0.28983333333333333,79.66666666666667,141.33333333333334,31.833333333333332,89.33333333333333,30.0,2.8333333333333335,53.0,0.3615,0.5558333333333333,-0.091,-76.0,-130.0,-29.0,-78.0,-17.0,-1.0,-50.0,-0.09200000000000003,-0.16800000000000004,0.286
35,1225,7,0.286,92,163,28,99.0,42,0.0,55,0.349,0.518,633.0,148,150.0,0.26466666666666666,69.66666666666666,125.66666666666666,22.333333333333332,76.0,31.833333333333332,0.6666666666666666,46.83333333333333,0.3353333333333333,0.4815,0.28928571428571426,81.42857142857143,144.42857142857142,31.285714285714285,90.71428571428571,31.714285714285715,2.4285714285714284,53.285714285714285,0.3597142857142857,0.5504285714285714,0.07299999999999998,70.0,118.0,21.0,72.0,26.0,-1.0,33.0,0.057999999999999996,0.129,0.274
36,1296,8,0.274,76,146,16,62.0,43,0.0,52,0.341,0.448,595.0,139,145.0,0.26783333333333337,72.33333333333333,134.83333333333331,18.5,68.5,38.16666666666667,0.16666666666666666,48.0,0.3353333333333333,0.4615,0.287375,80.75,144.625,29.375,87.125,33.125,2.125,53.125,0.357375,0.537625,-0.011999999999999955,-16.0,-17.0,-12.0,-37.0,1.0,0.0,-3.0,-0.007999999999999952,-0.07,0.271
37,1369,9,0.271,61,117,33,103.0,27,1.0,34,0.321,0.572,477.0,113,149.0,0.2745,71.16666666666666,134.33333333333331,26.5,88.66666666666666,34.83333333333333,0.5,43.5,0.33233333333333337,0.5216666666666666,0.28555555555555556,78.55555555555556,141.55555555555554,29.77777777777778,88.88888888888889,32.44444444444444,2.0,51.0,0.35333333333333333,0.5414444444444445,-0.0030000000000000027,-15.0,-29.0,17.0,41.0,-16.0,1.0,-18.0,-0.020000000000000018,0.12399999999999994,0.235
30,900,1,0.309,47,84,14,46.0,13,4.0,32,0.379,0.518,307.0,106,60.0,0.309,47.0,84.0,14.0,46.0,13.0,4.0,32.0,0.379,0.518,0.309,47.0,84.0,14.0,46.0,13.0,4.0,32.0,0.379,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305
31,961,2,0.305,64,163,17,83.0,30,0.0,49,0.364,0.457,590.0,152,104.0,0.3066,57.2,131.4,15.8,68.2,23.2,1.6,42.2,0.37,0.48140000000000005,0.307,55.5,123.5,15.5,64.5,21.5,2.0,40.5,0.3715,0.48750000000000004,-0.0040000000000000036,17.0,79.0,3.0,37.0,17.0,-4.0,17.0,-0.015000000000000013,-0.061,0.269
28,784,1,0.219,26,63,5,25.0,12,14.0,16,0.264,0.312,310.0,95,69.0,0.219,26.0,63.0,5.0,25.0,12.0,14.0,16.0,0.264,0.312,0.219,26.0,63.0,5.0,25.0,12.0,14.0,16.0,0.264,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247
30,900,2,0.247,72,128,15,47.0,17,24.0,44,0.306,0.378,576.0,143,149.0,0.2358,53.599999999999994,102.0,11.0,38.2,15.0,20.0,32.8,0.2892,0.3516,0.23299999999999998,49.0,95.5,10.0,36.0,14.5,19.0,30.0,0.28500000000000003,0.345,0.027999999999999997,46.0,65.0,10.0,22.0,5.0,10.0,28.0,0.04199999999999998,0.066,0.255
31,961,3,0.255,48,81,11,33.0,15,7.0,30,0.323,0.425,353.0,84,77.0,0.24633333333333332,52.33333333333333,93.66666666666666,11.333333333333332,36.33333333333333,15.166666666666666,13.833333333333332,32.33333333333333,0.3075,0.39049999999999996,0.24033333333333332,48.666666666666664,90.66666666666667,10.333333333333334,35.0,14.666666666666666,15.0,30.0,0.2976666666666667,0.37166666666666665,0.008000000000000007,-24.0,-47.0,-4.0,-14.0,-2.0,-17.0,-14.0,0.017000000000000015,0.046999999999999986,0.199
33,1089,1,0.24,76,106,23,77.0,23,4.0,53,0.329,0.458,507.0,129,106.0,0.24,76.0,106.0,23.0,77.0,23.0,4.0,53.0,0.329,0.458,0.24,76.0,106.0,23.0,77.0,23.0,4.0,53.0,0.329,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231
34,1156,2,0.231,62,105,20,74.0,16,2.0,64,0.335,0.398,535.0,137,148.0,0.2346,67.6,105.4,21.200000000000003,75.2,18.8,2.8,59.6,0.3326,0.42200000000000004,0.2355,69.0,105.5,21.5,75.5,19.5,3.0,58.5,0.332,0.42800000000000005,-0.00899999999999998,-14.0,-1.0,-3.0,-3.0,-7.0,-2.0,11.0,0.006000000000000005,-0.06,0.221
35,1225,3,0.221,49,68,13,35.0,12,1.0,50,0.343,0.388,365.0,91,83.0,0.22749999999999998,57.83333333333333,86.66666666666666,17.0,55.0,15.166666666666666,1.8333333333333333,55.166666666666664,0.33799999999999997,0.403,0.23066666666666666,62.333333333333336,93.0,18.666666666666668,62.0,17.0,2.3333333333333335,55.666666666666664,0.3356666666666667,0.41466666666666674,-0.010000000000000009,-13.0,-37.0,-7.0,-39.0,-4.0,-1.0,-14.0,0.008000000000000007,-0.010000000000000009,0.194
36,1296,4,0.194,37,56,10,25.0,8,0.0,56,0.338,0.325,352.0,90,82.0,0.20916666666666667,45.166666666666664,68.16666666666666,12.666666666666666,36.5,10.666666666666666,0.6666666666666666,55.33333333333333,0.3391666666666667,0.35816666666666663,0.22149999999999997,56.0,83.75,16.5,52.75,14.75,1.75,55.75,0.33625000000000005,0.39225000000000004,-0.026999999999999996,-12.0,-12.0,-3.0,-10.0,-4.0,-1.0,6.0,-0.0050000000000000044,-0.063,0.22
38,1444,1,0.245,39,108,11,64.0,20,0.0,31,0.301,0.366,485.0,120,52.0,0.245,39.0,108.0,11.0,64.0,20.0,0.0,31.0,0.301,0.366,0.245,39.0,108.0,11.0,64.0,20.0,0.0,31.0,0.301,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289
39,1521,2,0.289,65,160,27,86.0,22,0.0,50,0.351,0.476,610.0,154,90.0,0.2714,54.6,139.2,20.6,77.2,21.2,0.0,42.4,0.33099999999999996,0.43199999999999994,0.267,52.0,134.0,19.0,75.0,21.0,0.0,40.5,0.32599999999999996,0.421,0.043999999999999984,26.0,52.0,16.0,22.0,2.0,0.0,19.0,0.04999999999999999,0.10999999999999999,0.255
40,1600,3,0.255,38,100,10,47.0,16,0.0,36,0.324,0.372,435.0,107,63.0,0.26466666666666666,47.166666666666664,121.33333333333333,15.833333333333334,62.83333333333333,18.666666666666664,0.0,39.83333333333333,0.32916666666666666,0.4056666666666666,0.263,47.333333333333336,122.66666666666667,16.0,65.66666666666667,19.333333333333332,0.0,39.0,0.3253333333333333,0.4046666666666667,-0.033999999999999975,-27.0,-60.0,-17.0,-39.0,-6.0,0.0,-14.0,-0.02699999999999997,-0.10399999999999998,0.251
26,676,1,0.229,42,98,15,55.0,18,6.0,24,0.274,0.381,461.0,129,99.0,0.229,42.0,98.0,15.0,55.0,18.0,6.0,24.0,0.274,0.381,0.229,42.0,98.0,15.0,55.0,18.0,6.0,24.0,0.274,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259
27,729,2,0.259,45,86,14,45.0,17,1.0,15,0.294,0.449,356.0,100,56.0,0.24700000000000003,43.8,90.80000000000001,14.4,49.0,17.4,3.0000000000000004,18.6,0.286,0.42179999999999995,0.244,43.5,92.0,14.5,50.0,17.5,3.5,19.5,0.28400000000000003,0.41500000000000004,0.03,3.0,-12.0,-1.0,-10.0,-1.0,-5.0,-9.0,0.019999999999999962,0.068,0.244
27,729,1,0.247,19,48,4,14.0,11,10.0,9,0.293,0.376,209.0,89,55.0,0.247,19.0,48.0,4.0,14.0,11.0,10.0,9.0,0.293,0.376,0.247,19.0,48.0,4.0,14.0,11.0,10.0,9.0,0.293,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221
28,784,2,0.221,63,109,13,50.0,25,35.0,27,0.267,0.379,531.0,150,147.0,0.2314,45.4,84.6,9.4,35.6,19.4,25.0,19.8,0.2774,0.3778,0.23399999999999999,41.0,78.5,8.5,32.0,18.0,22.5,18.0,0.28,0.3775,-0.025999999999999995,44.0,61.0,9.0,36.0,14.0,25.0,18.0,-0.025999999999999968,0.0030000000000000027,0.217
29,841,3,0.217,58,69,7,34.0,14,32.0,22,0.267,0.34,349.0,116,82.0,0.22333333333333333,53.16666666666667,78.83333333333333,8.5,36.0,17.166666666666664,29.333333333333332,21.5,0.2713333333333333,0.359,0.2283333333333333,46.666666666666664,75.33333333333333,8.0,32.666666666666664,16.666666666666668,25.666666666666668,19.333333333333332,0.27566666666666667,0.365,-0.0040000000000000036,-5.0,-40.0,-6.0,-16.0,-11.0,-3.0,-5.0,0.0,-0.03899999999999998,0.229
35,1225,1,0.215,13,40,2,11.0,10,1.0,14,0.277,0.323,203.0,60,61.0,0.215,13.0,40.0,2.0,11.0,10.0,1.0,14.0,0.277,0.323,0.215,13.0,40.0,2.0,11.0,10.0,1.0,14.0,0.277,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
36,1296,2,0.2,15,39,1,20.0,9,0.0,20,0.272,0.272,218.0,69,66.0,0.20600000000000002,14.2,39.4,1.4,16.4,9.399999999999999,0.4,17.6,0.274,0.2924,0.20750000000000002,14.0,39.5,1.5,15.5,9.5,0.5,17.0,0.2745,0.2975,-0.014999999999999986,2.0,-1.0,-1.0,9.0,-1.0,-1.0,6.0,-0.0050000000000000044,-0.05099999999999999,0.158
33,1089,1,0.265,69,157,10,66.0,34,2.0,67,0.338,0.38,666.0,158,112.0,0.265,69.0,157.0,10.0,66.0,34.0,2.0,67.0,0.338,0.38,0.265,69.0,157.0,10.0,66.0,34.0,2.0,67.0,0.338,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261
34,1156,2,0.261,68,129,11,49.0,22,2.0,79,0.363,0.389,576.0,134,93.0,0.2626,68.4,140.2,10.6,55.8,26.8,2.0,74.2,0.353,0.3854,0.263,68.5,143.0,10.5,57.5,28.0,2.0,73.0,0.35050000000000003,0.3845,-0.0040000000000000036,-1.0,-28.0,1.0,-17.0,-12.0,0.0,12.0,0.024999999999999967,0.009000000000000008,0.305
35,1225,3,0.305,69,160,7,71.0,36,2.0,66,0.384,0.417,597.0,141,83.0,0.2836666666666666,68.66666666666666,149.16666666666666,8.833333333333332,62.83333333333333,31.0,2.0,70.5,0.36933333333333335,0.40149999999999997,0.27699999999999997,68.66666666666667,148.66666666666666,9.333333333333334,62.0,30.666666666666668,2.0,70.66666666666667,0.36166666666666664,0.3953333333333333,0.043999999999999984,1.0,31.0,-4.0,22.0,14.0,0.0,-13.0,0.02100000000000002,0.02799999999999997,0.282
29,841,1,0.267,65,135,10,59.0,18,23.0,45,0.327,0.37,555.0,141,102.0,0.267,65.0,135.0,10.0,59.0,18.0,23.0,45.0,0.327,0.37,0.267,65.0,135.0,10.0,59.0,18.0,23.0,45.0,0.327,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315
30,900,2,0.315,65,110,4,43.0,14,15.0,36,0.383,0.418,391.0,94,69.0,0.2958,65.0,120.0,6.4,49.400000000000006,15.600000000000001,18.200000000000003,39.599999999999994,0.36060000000000003,0.39879999999999993,0.29100000000000004,65.0,122.5,7.0,51.0,16.0,19.0,40.5,0.355,0.394,0.04799999999999999,0.0,-25.0,-6.0,-16.0,-4.0,-8.0,-9.0,0.055999999999999994,0.04799999999999999,0.228
31,961,3,0.228,63,90,10,35.0,20,33.0,51,0.318,0.365,450.0,114,94.0,0.2635,64.0,104.16666666666666,8.0,41.666666666666664,17.666666666666664,25.333333333333332,45.0,0.3411666666666666,0.38349999999999995,0.27,64.33333333333333,111.66666666666667,8.0,45.666666666666664,17.333333333333332,23.666666666666668,44.0,0.3426666666666667,0.38433333333333336,-0.087,-2.0,-20.0,6.0,-8.0,6.0,18.0,15.0,-0.065,-0.05299999999999999,0.249
32,1024,4,0.249,32,85,4,28.0,14,10.0,38,0.326,0.336,384.0,129,75.0,0.253,47.83333333333333,90.83333333333333,6.0,32.83333333333333,16.0,18.5,42.0,0.3328333333333333,0.3593333333333333,0.26475000000000004,56.25,105.0,7.0,41.25,16.5,20.25,42.5,0.3385,0.37225,0.02099999999999999,-31.0,-5.0,-6.0,-7.0,-6.0,-23.0,-13.0,0.008000000000000007,-0.02899999999999997,0.285
22,484,1,0.266,59,137,20,64.0,13,0.0,39,0.32,0.419,568.0,145,112.0,0.266,59.0,137.0,20.0,64.0,13.0,0.0,39.0,0.32,0.419,0.266,59.0,137.0,20.0,64.0,13.0,0.0,39.0,0.32,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253
23,529,2,0.253,64,140,20,101.0,30,2.0,55,0.323,0.422,616.0,148,127.0,0.2582,62.0,138.8,20.0,86.19999999999999,23.2,1.2,48.6,0.3218,0.42079999999999995,0.2595,61.5,138.5,20.0,82.5,21.5,1.0,47.0,0.3215,0.4205,-0.013000000000000012,5.0,3.0,0.0,37.0,17.0,2.0,16.0,0.0030000000000000027,0.0030000000000000027,0.258
24,576,3,0.258,61,126,20,77.0,25,1.0,40,0.317,0.436,536.0,128,116.0,0.25766666666666665,61.666666666666664,132.5,20.0,82.83333333333333,24.666666666666664,1.1666666666666665,44.83333333333333,0.3195,0.4285,0.259,61.333333333333336,134.33333333333334,20.0,80.66666666666667,22.666666666666668,1.0,44.666666666666664,0.32,0.42566666666666664,0.0050000000000000044,-3.0,-14.0,0.0,-24.0,-5.0,-1.0,-15.0,-0.006000000000000005,0.014000000000000012,0.268
32,1024,1,0.232,68,108,26,94.0,15,0.0,52,0.32,0.437,535.0,135,97.0,0.232,68.0,108.0,26.0,94.0,15.0,0.0,52.0,0.32,0.437,0.232,68.0,108.0,26.0,94.0,15.0,0.0,52.0,0.32,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242
33,1089,2,0.242,56,104,20,58.0,13,1.0,54,0.335,0.413,492.0,130,99.0,0.238,60.800000000000004,105.6,22.4,72.4,13.8,0.6,53.2,0.329,0.4226,0.237,62.0,106.0,23.0,76.0,14.0,0.5,53.0,0.3275,0.425,0.009999999999999981,-12.0,-4.0,-6.0,-36.0,-2.0,1.0,2.0,0.015000000000000013,-0.02400000000000002,0.241
34,1156,3,0.241,47,84,18,62.0,12,1.0,38,0.323,0.436,399.0,97,58.0,0.23983333333333334,53.5,94.66666666666666,20.0,66.0,12.833333333333332,0.8333333333333333,45.666666666666664,0.3265,0.4285,0.2383333333333333,57.0,98.66666666666667,21.333333333333332,71.33333333333333,13.333333333333334,0.6666666666666666,48.0,0.326,0.4286666666666667,-0.0010000000000000009,-9.0,-20.0,-2.0,4.0,-1.0,0.0,-16.0,-0.01200000000000001,0.02300000000000002,0.212
35,1225,4,0.212,22,40,7,23.0,3,0.0,19,0.301,0.339,216.0,63,40.0,0.22666666666666666,36.0,65.33333333333333,12.833333333333332,41.83333333333333,7.666666666666666,0.5,31.166666666666664,0.31399999999999995,0.38366666666666666,0.23174999999999998,48.25,84.0,17.75,59.25,10.75,0.5,40.75,0.31975,0.40625,-0.028999999999999998,-25.0,-44.0,-11.0,-39.0,-9.0,-1.0,-19.0,-0.02200000000000002,-0.09699999999999998,0.249
26,676,1,0.264,32,106,7,41.0,18,0.0,16,0.297,0.387,425.0,114,90.0,0.264,32.0,106.0,7.0,41.0,18.0,0.0,16.0,0.297,0.387,0.264,32.0,106.0,7.0,41.0,18.0,0.0,16.0,0.297,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221
27,729,2,0.221,31,76,12,48.0,9,0.0,23,0.272,0.358,373.0,105,109.0,0.23820000000000002,31.4,88.0,10.0,45.2,12.6,0.0,20.2,0.28200000000000003,0.36960000000000004,0.2425,31.5,91.0,9.5,44.5,13.5,0.0,19.5,0.2845,0.3725,-0.04300000000000001,-1.0,-30.0,5.0,7.0,-9.0,0.0,7.0,-0.024999999999999967,-0.029000000000000026,0.253
28,784,3,0.253,39,89,13,49.0,14,1.0,26,0.318,0.415,391.0,106,89.0,0.24416666666666664,35.166666666666664,87.5,11.666666666666666,47.33333333333333,13.0,0.5,23.333333333333332,0.2991666666666667,0.3913333333333333,0.246,34.0,90.33333333333333,10.666666666666666,46.0,13.666666666666666,0.3333333333333333,21.666666666666668,0.2956666666666667,0.38666666666666666,0.032,8.0,13.0,1.0,1.0,5.0,1.0,3.0,0.045999999999999985,0.056999999999999995,0.22
29,841,4,0.22,31,94,8,39.0,16,0.0,26,0.267,0.314,457.0,118,116.0,0.23116666666666666,33.666666666666664,89.33333333333333,10.333333333333332,43.83333333333333,14.166666666666666,0.3333333333333333,25.5,0.2848333333333333,0.355,0.2395,33.25,91.25,10.0,44.25,14.25,0.25,22.75,0.2885,0.3685,-0.033,-8.0,5.0,-5.0,-10.0,2.0,-1.0,0.0,-0.05099999999999999,-0.10099999999999998,0.273
31,961,5,0.273,62,120,18,60.0,26,4.0,30,0.328,0.46,476.0,118,137.0,0.252,47.83333333333333,106.16666666666666,13.833333333333332,51.166666666666664,20.666666666666664,2.1666666666666665,28.0,0.306,0.4038333333333333,0.24619999999999997,39.0,97.0,11.6,47.4,16.6,1.0,24.2,0.2964,0.3868,0.05300000000000002,31.0,26.0,10.0,21.0,10.0,4.0,4.0,0.061,0.14600000000000002,0.232
33,1089,6,0.232,29,87,10,46.0,12,1.0,32,0.294,0.349,412.0,121,115.0,0.24366666666666664,40.33333333333333,99.16666666666666,12.333333333333332,49.5,17.333333333333332,1.8333333333333333,30.333333333333332,0.3008333333333333,0.38016666666666665,0.24383333333333332,37.333333333333336,95.33333333333333,11.333333333333334,47.166666666666664,15.833333333333334,1.0,25.5,0.296,0.3805,-0.04100000000000001,-33.0,-33.0,-8.0,-14.0,-14.0,-3.0,2.0,-0.03400000000000003,-0.11100000000000004,0.222
34,1156,7,0.222,25,46,6,26.0,14,3.0,9,0.269,0.377,226.0,70,57.0,0.23383333333333334,32.5,72.0,9.333333333333332,38.33333333333333,15.333333333333332,2.5,20.166666666666664,0.2871666666666667,0.38149999999999995,0.2407142857142857,35.57142857142857,88.28571428571429,10.571428571428571,44.142857142857146,15.571428571428571,1.2857142857142858,23.142857142857142,0.29214285714285715,0.38,-0.010000000000000009,-4.0,-41.0,-4.0,-20.0,2.0,2.0,-23.0,-0.024999999999999967,0.028000000000000025,0.234
26,676,1,0.283,53,91,8,43.0,16,23.0,23,0.342,0.427,354.0,99,76.0,0.283,53.0,91.0,8.0,43.0,16.0,23.0,23.0,0.342,0.427,0.283,53.0,91.0,8.0,43.0,16.0,23.0,23.0,0.342,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.243
27,729,2,0.243,37,67,2,16.0,7,26.0,26,0.318,0.326,312.0,99,62.0,0.259,43.400000000000006,76.6,4.4,26.799999999999997,10.600000000000001,24.8,24.8,0.3276,0.3664,0.263,45.0,79.0,5.0,29.5,11.5,24.5,24.5,0.33,0.3765,-0.03999999999999998,-16.0,-24.0,-6.0,-27.0,-9.0,3.0,3.0,-0.02400000000000002,-0.10099999999999998,0.285
28,784,3,0.285,66,126,8,56.0,13,25.0,31,0.349,0.4,495.0,142,78.0,0.2706666666666666,54.166666666666664,100.5,6.0,40.5,11.5,25.0,28.0,0.3375,0.37983333333333336,0.2703333333333333,52.0,94.66666666666667,6.0,38.333333333333336,12.0,24.666666666666668,26.666666666666668,0.3363333333333333,0.38433333333333336,0.04199999999999998,29.0,59.0,6.0,40.0,6.0,-1.0,5.0,0.030999999999999972,0.07400000000000001,0.204
27,729,1,0.257,47,73,14,50.0,12,4.0,25,0.319,0.447,320.0,108,104.0,0.257,47.0,73.0,14.0,50.0,12.0,4.0,25.0,0.319,0.447,0.257,47.0,73.0,14.0,50.0,12.0,4.0,25.0,0.319,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245
28,784,2,0.245,47,88,14,44.0,12,4.0,46,0.332,0.407,407.0,119,106.0,0.2498,47.0,82.0,14.0,46.4,12.0,4.0,37.599999999999994,0.32680000000000003,0.423,0.251,47.0,80.5,14.0,47.0,12.0,4.0,35.5,0.3255,0.427,-0.01200000000000001,0.0,15.0,0.0,-6.0,0.0,0.0,21.0,0.013000000000000012,-0.040000000000000036,0.273
29,841,3,0.273,59,110,22,70.0,17,19.0,40,0.353,0.489,457.0,115,117.0,0.261,53.0,96.5,18.0,58.0,14.5,11.5,39.5,0.3403333333333333,0.45466666666666666,0.25833333333333336,51.0,90.33333333333333,16.666666666666668,54.666666666666664,13.666666666666666,9.0,37.0,0.33466666666666667,0.44766666666666666,0.028000000000000025,12.0,22.0,8.0,26.0,5.0,15.0,-6.0,0.020999999999999963,0.08200000000000002,0.211
30,900,1,0.292,91,165,23,96.0,36,11.0,98,0.401,0.488,685.0,157,133.0,0.292,91.0,165.0,23.0,96.0,36.0,11.0,98.0,0.401,0.488,0.292,91.0,165.0,23.0,96.0,36.0,11.0,98.0,0.401,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256
31,961,2,0.256,81,153,24,79.0,26,6.0,69,0.336,0.43,675.0,153,143.0,0.2704,85.0,157.8,23.6,85.80000000000001,30.0,8.0,80.6,0.362,0.45320000000000005,0.274,86.0,159.0,23.5,87.5,31.0,8.5,83.5,0.36850000000000005,0.45899999999999996,-0.035999999999999976,-10.0,-12.0,1.0,-17.0,-10.0,-5.0,-29.0,-0.065,-0.057999999999999996,0.279
32,1024,3,0.279,94,159,28,88.0,30,11.0,73,0.363,0.486,650.0,156,116.0,0.2735,89.16666666666666,158.0,25.833333333333332,86.33333333333333,29.666666666666664,9.333333333333332,75.83333333333333,0.36033333333333334,0.4676666666666666,0.27566666666666667,88.66666666666667,159.0,25.0,87.66666666666667,30.666666666666668,9.333333333333334,80.0,0.3666666666666667,0.46799999999999997,0.02300000000000002,13.0,6.0,4.0,9.0,4.0,5.0,4.0,0.02699999999999997,0.055999999999999994,0.255
33,1089,4,0.255,83,145,20,65.0,30,14.0,95,0.368,0.424,682.0,155,145.0,0.26316666666666666,86.33333333333333,151.0,23.333333333333332,75.0,29.333333333333332,11.666666666666666,83.33333333333333,0.361,0.44566666666666666,0.2705,87.25,155.5,23.75,82.0,30.5,10.5,83.75,0.367,0.45699999999999996,-0.02400000000000002,-11.0,-14.0,-8.0,-23.0,0.0,3.0,22.0,0.0050000000000000044,-0.062,0.256
